sku;Descrição;Novo Pr.Custo Real;custo;Novo Pr. Venda 3
8827;MTN - OSMOCOLOR ST MOGNO 900ML;47,4914;51,47;162,3337
8832;MTN - OSMOCOLOR ST IMBUIA 18L;900;31,49;1586,8223
8833;MTN - OSMOCOLOR ST NOGUEIRA 18L;659,9863;42,49;1586,8223
8834;MTN - OSMOCOLOR ST MOGNO 18L;659,9863;42,49;1586,8223
9771;MTN - OSMOCOLOR TRANSPARENTE 3,6L;105,0034;49,99;335,6323
10356;MTN - PENTOX CUPIM INCOLOR 18L;267,89;46,58;744,7204
11171;MTN - OSMOCOLOR ST CASTANHO UV DECK 18L;737,0447;42,49;1772,1046
11213;MTN - PENTOX CUPIM INCOLOR 5L;88,0687;49,2;272,0545
12093;MTN - OSMOCOLOR ST INCOLOR UV GLASS 900ML;56,0962;50,58;184,0779
12094;MTN - OSMOCOLOR ST CANELA 900ML;49,5808;49,6;155,8206
12097;MTN - OSMOCOLOR ST INCOLOR UV GLASS 3,6L;190,4192;50,58;624,8337
12414;MTN - VERNIZ ISOLARE 3,6L;97,9504;59,25;282,1466
12415;MTN - VERNIZ ISOLARE 900ML;30,3691;69,12;127,3884
12518;MTN - OSMOCOLOR ST CASTANHO UV DECK  900ML;53,3058;49,6;167,5297
13002;MTN - SPRAY 94 BRANCO FOSCO RV9010 MONTANA 400ML;35,3499;18,01;44,1
13003;MTN - SPRAY 94 PRETO FOSCO RV9011 MONTANA 400ML;35,3499;18,01;44,1
13004;MTN - SPRAY 94 AMARELO FESTA FOSCO RV20 MONTANA 400ML;35,3388;18,03;44,1
13005;MTN - SPRAY 94 AMARELO CLARO RV1021 MONTANA 400ML;35,3388;18,03;44,1
13006;MTN - SPRAY 94 LARANJA DALAI FOSCO RV102 MONTANA 400ML;35,3388;18,03;44,1
13007;MTN - SPRAY 94 TANGERINA FOSCO RV105 MONTANA 400ML;34,0606;20,66;44,1
13008;MTN - SPRAY 94 LARANJA FOSCO RV2004 MONTANA 400ML;33,9284;20,93;44,1
13009;MTN - SPRAY 94 BRANCO OSSO FOSCO RV1013 MONTANA 400ML;33,9284;20,93;44,1
13010;MTN - SPRAY 94 MARROM KRAFT FOSCO RV137 MONTANA 400ML;33,9284;20,93;44,1
13011;MTN - SPRAY 94 MARROM DINGO FOSCO RV94 MONTANA 400ML;33,9284;20,93;44,1
13012;MTN - SPRAY 94 MARROM CAFE FOSCO RV100 MONTANA 400ML;33,9284;20,93;44,1
13013;MTN - SPRAY 94 VERMELHO FEBRE FOSCO RV3017 MONTANA 400ML;34,4242;19,91;44,1
13014;MTN - SPRAY 94 VERMELHO VIVO FOSCO RV3001 MONTANA 400ML;35,3388;18,03;44,1
13015;MTN - SPRAY 94 VERMELHO BORDEAUX FOSCO RV3004 MONTANA 400ML;35,7686;17,14;44,1
13016;MTN - SPRAY 94 ROSA TOKYO FOSCO RV164 MONTANA 400ML;33,9284;20,93;44,1
13017;MTN - SPRAY 94 MAGENTA FOSCO RV40101 MONTANA 400ML;33,9284;20,93;44,1
13018;MTN - SPRAY 94 VERMELHO RIOJA FOSCO RV167 MONTANA 400ML;33,719;21,36;44,1
13019;MTN - SPRAY 94 VIOLETA MANDALA FOSCO RV323 MONTANA 400ML;34,0606;20,66;44,1
13020;MTN - SPRAY 94 VIOLETA COMUNIDADE FOSCO RV171 MONTANA 400ML;34,4242;19,91;44,1
13021;MTN - SPRAY 94 ULTRAVIOLETA FOSCO RV173 MONTANA 400ML;33,9284;20,93;44,1
13022;MTN - SPRAY 94 VIOLETA ELECTRA FOSCO RV175 MONTANA 400ML;32,2424;24,4;44,1
13023;MTN - SPRAY 94 VIOLETA COSMOS FOSCO RV28 MONTANA 400ML;34,4242;19,91;44,1
13024;MTN - SPRAY 94 AZUL MARSELHA FOSCO RV316 MONTANA 400ML;33,719;21,36;44,1
13025;MTN - SPRAY 94 AZUL TUAREG FOSCO RV319 MONTANA 400ML;30,876;27,21;44,1
13026;MTN - SPRAY 94 AZUL CHUVA FOSCO RV184 MONTANA 400ML;33,719;21,36;44,1
13027;MTN - SPRAY 94 AZUL ARGO FOSCO RV150 MONTANA 400ML;33,9284;20,93;44,1
13028;MTN - SPRAY 94 AZUL ELETRICO FOSCO RV30 MONTANA 400ML;34,0606;20,66;44,1
13029;MTN - SPRAY 94 AZUL ESCURO FOSCO RV5005 MONTANA 400ML;30,876;27,21;44,1
13030;MTN - SPRAY 94 AZUL MARINHA FOSCO RV5013 MONTANA 400ML;32,1543;24,58;44,1
13031;MTN - SPRAY 94 VERDE LUMINOSO FOSCO RV6027 MONTANA 400ML;34,0606;20,66;44,1
13032;MTN - SPRAY 94 VERDE BALI FOSCO RV144 MONTANA 400ML;30,6116;27,76;44,1
13033;MTN - SPRAY 94 TURQUESA FOSCO RV5018 MONTANA 400ML;35,405;17,89;44,1
13034;MTN - SPRAY 94 VERDE GUACAMOLE FOSCO RV34 MONTANA 400ML;34,4242;19,91;44,1
13035;MTN - SPRAY 94 VERDE TOSCANA FOSCO RV126 MONTANA 400ML;35,3499;18,01;44,1
13036;MTN - SPRAY 94 VERDE AMAZONIA FOSCO RV6009 MONTANA 400ML;35,7686;17,14;44,1
13037;MTN - SPRAY 94 ELDORADO FOSCO RV177 MONTANA 400ML;33,9284;20,93;44,1
13038;MTN - SPRAY 94 VERMELHO CLARO FOSCO RV3020 MONTANA 400ML;34,6556;19,43;44,1
13039;MTN - SPRAY 94 CINZA SIBERIA FOSCO RV7047 MONTANA 400ML;30,876;27,21;44,1
13040;MTN - SPRAY 94 CINZA PEROLA FOSCO RV7040 MONTANA 400ML;33,9284;20,93;44,1
13041;MTN - SPRAY 94 CINZA LOBO FOSCO RV120 MONTANA 400ML;33,9284;20,93;44,1
13042;MTN - SPRAY 94 CINZA ANTRACITE FOSCO RV7016 MONTANA 400ML;34,6556;19,43;44,1
13043;MTN - SPRAY 94 PRATA JOIA FOSCO MONTANA 400ML;30,876;27,21;44,1
13044;MTN - SPRAY 94 OURO QUADRO FOSCO MONTANA 400ML;35,3388;18,03;44,1
13045;MTN - SPRAY 94 AMARELO FLUORESCENTE FOSCO MONTANA 400ML;33,9284;20,93;44,1
13046;MTN - SPRAY 94 LARANJA FLUORESCENTE FOSCO MONTANA 400ML;33,5868;21,63;44,1
13047;MTN - SPRAY 94 VERDE FLUORESCENTE FOSCO MONTANA 400ML;33,9284;20,93;44,1
13048;MTN - SPRAY 94 FUCHSIA FLUORESCENTE FOSCO MONTANA 400ML;35,3388;18,03;44,1
13049;MTN - SPRAY 94 VIOLETA FLUORESCENTE FOSCO MONTANA 400ML;33,9284;20,93;44,1
13050;MTN - SPRAY 94 VERDE BABEL RV111 FOSCO MONTANA 400ML;33,719;21,36;44,1
13051;MTN - SPRAY 94 AZUL BABILONIA RV243 FOSCO MONTANA 400ML;30,876;27,21;44,1
13052;MTN - SPRAY 94 VERMELHO MADRI RV241 FOSCO MONTANA 400ML;30,876;27,21;44,1
13053;MTN - SPRAY 94 CIAN RV245 FOSCO MONTANA 400ML;35,3388;18,03;44,1
13054;MTN - SPRAY 94 AZUL FORMENTERA RV270 FOSCO MONTANA 400ML;34,4242;19,91;44,1
13055;MTN - SPRAY 94 AZUL TRAMONTANA RV268 FOSCO MONTANA 400ML;35,405;17,89;44,1
13056;MTN - SPRAY 94 AMARELO SUFFURE RV267 FOSCO MONTANA 400ML;35,3388;18,03;44,1
13057;MTN - SPRAY 94 VERDE LASER RV281 FOSCO MONTANA 400ML;34,4242;19,91;44,1
13058;MTN - SPRAY 94 VERDE HULK RV280 FOSCO MONTANA 400ML;35,0523;18,62;44,1
13059;MTN - SPRAY 94 CINZA TOFU RV300 FOSCO MONTANA 400ML;36,0771;16,51;44,1
13060;MTN - SPRAY 94 CINZA KOALA RV302 FOSCO MONTANA 400ML;35,3499;18,01;44,1
13061;MTN - SPRAY 94 CINZA BALBOA RV304 FOSCO MONTANA 400ML;33,9284;20,93;44,1
13084;MTN - SPRAY HC AZUL ESCURO BRI RV5005 MONTANA 400ML;35,3719;17,29;43,7
13103;MTN - SPRAY HC COBRE METALICO BRI MONTANA 400ML;34,6556;18,95;43,8
13338;MTN - BICO CAP SPRAY  AMARELO UNIVERSAL MTN;1,8557;61,01;11,5
13339;MTN - BICO CAP SPRAY POCKET MTN;1,6088;80,25;13,9
13340;MTN - BICO CAP SPRAY  ROSA PINK FAT MTN;1,6088;80,4;14,1
13341;MTN - BICO CAP SPRAY TRANSVERSAL MTN;2,865;76,77;18,6
13342;MTN - SPRAY PRO VERNIZ ACRILICO BRI 400ML;38,6556;66,62;145,4
13822;MTN - SPRAY 94 BRANCO AR SEMI TRANS FOSCO MONTANA 400ML;34,4242;19,91;44,1
13823;MTN - SPRAY 94 PRETO SOMBRA SEMI TRANS FOSCO MONTANA 400ML;34,0606;20,66;44,1
13824;MTN - SPRAY METALLIC ROSE GOLD MONTANA 400ML;62,4463;65,99;228,9
13858;MTN - VERNIZ MARITIMO ACET NATURAL 3,6L MONTANA;71,0744;61,35;219,4105
13859;MTN - VERNIZ MARITIMO BR NATURAL 3,6L MONTANA;69,8512;59,92;205,615
13913;MTN - OSMOCOLOR INCOLOR UV GLASS 18L;815,0378;49,51;2551,321
14051;MTN - MMT11 PASTA BRANCA MONTANA 2 KG;281,4215;70,79;1279,4946
14052;MTN - MMT26 PASTA AMARELO INTENSO 1,2 KG;1436,2975;65,29;5119,9178
14053;MTN - MMT37 PASTA LARANJA 1,3 KG;524,3085;66,71;1979,1638
14054;MTN - MMT38 PASTA AMARELO OXIDO 1,7 KG;196,551;70,78;893,3968
14055;MTN - MMT41 PASTA VERDE 1,4 KG;367,4821;66,7;1386,5393
14056;MTN - MMT53 PASTA VERMELHA 1,2 KG;769,3774;71,27;3583,8648
14057;MTN - MMT55 PASTA VERMELHO OXIDO 2 KG;273,9504;65,29;976,3955
14058;MTN - MMT59 PASTA VERMELHO MAGENTA 1 KG;392,0331;71,27;1826,1597
14059;MTN - MMT61 PASTA BORDO 1 KG;557,2672;71,26;2595,0587
14060;MTN - MMT72 PASTA VIOLETA 1 KG;562,2149;66,7;2121,6962
14061;MTN - MMT84 PASTA AZUL MONTANA 1,2 KG;334,6446;66,28;1241,2922
14062;MTN - MMT91 PASTA PRETO INTENSO 1,2 KG;251,6915;67,98;1002,9625
14063;MTN - MHR7 BASE LACKSTONE BRIL BCO 0,940KG;64,4738;64,58;223,5917
14064;MTN - MKR2 BASE LACKSTONE BR20 BCO 3,7 KG;247,1185;71,35;1155,7727
14065;MTN - MKR2 BASE LACKSTONE BR20 BCO 0,940 KG;64,3747;72,92;327,7275
14066;MTN - MGA2 BASE LACKSTONE BR20 INC 0,765 L;50,876;66,69;191,89
14067;MTN - MGA2 BASE LACKSTONE BR20 INC 3 L;197,6309;64,07;672,1323
14068;MTN - LHR12 LACKSTONE PU ALTO BRI BCO 4KG;223,449;66,71;843,3652
14069;MTN - MDA7 BASE LACKSTONE BRIL INC 0,765L;50,5785;64,07;172,0086
14070;MTN - VERNIZ XILOTOP PU ALTO BRILHO LDA200 3,6L;136,4518;57,86;376,4665
14071;MTN - MDA7 BASE LACKSTONE BRIL INC 3L;176,7383;64,06;600,9631
14072;MTN - MJR5 BASE LACKSTEEL PRATA ME 3,100KG;161,1019;71,45;757,652
14073;MTN - MJR6 BASE LACKSTEEL PRATA GR 3,100KG;178,876;71,45;841,2318
14074;MTN - LBR90 PRIMER PU PRETO 4KG;101,6529;58,5;286,0344
14075;MTN - LKR900 LACKSTONE DECOR BR20 PT 3,6 KG;218,9862;65,55;788,6791
14076;MTN - LBA42 SELADOR PU ALTA TRANSP 3,6L;84,1543;71,71;401,03
14077;MTN - LBA26 SELADOR PU FUNDO ACABAMENTO 3,6L;73,135;71,7;348,4772
14079;MTN - LNB75 CATALISADOR PU SECAGEM RAPIDA 0,9L;29,0447;51,63;100,0637
14081;MTN - LNB75 CATALISADOR PU SECAGEM RAPIDA 5L;131,5702;68,26;530,9758
14082;MTN - LNB10 CATALISADOR PU BRILHO 0,9L;70,832;64,06;240,8507
14084;MTN - LZC1065 DILUENTE MEDIO PARA PU 0,9L;21,9381;56,55;98,5123
14085;MTN - LZC82 DILUENTE ESP PARA METAL 1L;43,079;58,46;219,3253
14086;MTN - LKR115 LACKSTONE PU BR20 BRANCO 18L;665,5427;64,58;2307,8609
14092;MTN - VERNIZ XILOTOP PU FOSCO LGA65 3,6L;86,5124;57,86;238,6713
14100;MTN - MMT27 PASTA AMARELO OURO 1,2KG;373,9063;61,07;1143,3618
14101;MTN -  MHR7 BASE LACKSTONE BRIL BCO 3,7KG;229,0138;57,86;631,8335
14102;MTN - LBR34 PRIMER PU BRANCO 3,6L;84,9897;53,23;316,6832
14111;MTN - LKR115 LACKSTONE PU BR20 BRANCO 3,6L;148,3416;62,51;476,6594
14112;MTN - LNB190 CATALISADOR PU ACABAMENTO 5L;205,3003;69,86;892,0393
14113;MTN - LZC1065 DILUENTE MEDIO PARA PU 5L;111,4777;52,43;399,0906
14114;MTN - LZC1065 DILUENTE MEDIO PARA PU 18L;217,8694;55,46;916,5062
14349;MTN - LGA440 XILOTOP DECOR AC BR ZERO 3,6L;232,8375;71,92;1122,4182
14418;MTN - LZC1067 DILUENTE MEDIO PARA PU 0,9L;28,2474;51,17;95,2155
14419;MTN - LZC1067 DILUENTE MEDIO PARA PU 5L;136,4399;52,54;491,2034
14566;MTN - OSMOTOL (CETOL) DECK NATURAL SEMI BR 3,6L MONTANA;216,0771;48,5;464,1357
14800;MTN - LNB190 CATALISADOR PU ACABAMENTO 900ML;59,0241;56,92;271,3055
14860;MTN - LNB39 CATALISADOR PU ACAB ADERE 0,9L;67,8076;56,84;310,081
14888;MTN - LQA836 ISOLANTE PU 5L;179,7801;58,45;914,3401
14889;MTN - LNB837 CATALISADOR PU P ISOLANTE 5L;174,6942;55,48;735,9325
14890;MTN - OSMOCOLOR AGUA NATURAL UV GOLD 3,6L;180,9477;60,5;542,8511
14938;MTN - OSMOCOLOR AGUA IMBUIA 3,6L;188,2204;56,51;498,8771
14939;MTN - OSMOCOLOR AGUA IPE 3,6L;188,2204;56,51;498,8771
15298;MTN - OSMOCOLOR ST CEDRO 18L;464,6048;42,49;1117,0616
17405;MTN - ESTANTE EXPOSITOR MONTANA;1361,2342;69,74;5878,7329
17436;MTN - VERNIZ TINGIDOR (NEUTREX) CASTANHO BR 3,6L MONTANA;73,6749;58,58;207,8565
17437;MTN - VERNIZ TINGIDOR (NEUTREX) IMBUIA BR 3,6L MONTANA;73,6749;58,58;207,8565
17438;MTN - VERNIZ TINGIDOR (NEUTREX) IPE BR 3,6L MONTANA;73,6749;58,58;207,8565
17439;MTN - VERNIZ TINGIDOR (NEUTREX) MOGNO BR 3,6L MONTANA;73,6749;63,05;241,3863
17441;MTN - MADEIRA EMBORRACHADA CUMARU MONTANA 3.6L;68,6832;63,76;230,9645
17457;MTN - VERNIZ MARITIMO ACET NATURAL 0,9L MONTANA;21,1901;61,14;64,9361
17458;MTN - VERNIZ MARITIMO FOSCO 3,6L MONTANA;76,4518;58,75;216,8366
17459;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR IMBUIA ACET 3,6L MONTANA;96,3306;60,94;293,2464
17460;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR MOGNO ACET 0,9L MONTANA;28,7493;59,29;82,9431
17461;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR NATURAL ACET 0,9L MONTANA;28,7493;59,29;82,9431
17462;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR NATURAL ACET 3,6L MONTANA;96,3306;51,99;225,5687
17463;MTN - VERNIZ MARITIMO NATURAL FOSCO 0,9L MONTANA;24,1983;57,86;66,7644
17464;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR MOGNO ACET 3,6L MONTANA;96,3306;58,55;271,5244
17541;MTN - OSMOCOLOR AGUA INCOLOR UV GLASS 3,6L;231,1295;60,5;693,2975
18025;MTN - OSMOTOL (CETOL) PLUS BR MOGNO 3,6L MONTANA;210,1377;64,41;724,1112
18026;MTN - SELADORA AGUA MONTANA 3,6L;101,8182;67,2;392,3717
18027;MTN - SELADORA AGUA MONTANA 900ML;32,2975;65,82;117,5742
18028;MTN - SELADORA NITRO MADEIRA MONTANA 3,6L;80,4948;54,09;313,8582
18029;MTN - SELADORA NITRO MADEIRA MONTANA 900ML;26,1718;53,31;97,9458
18030;MTN - OSMOCOLOR ST CASTANHO ANTIDERRAPANTE 3,6L;179,1753;56,14;784,9398
18031;MTN - OSMOCOLOR ST CASTANHO ANTIDERRAPANTE 18L;741,2646;52,4;2649,8337
18032;MTN - OSMOCOLOR ST CASTANHO ANTIDERRAPANTE 900ML;47,6426;52,06;167,5297
18033;MTN - OSMOCOLOR AGUA INCOLOR UV GLASS 900ML;70,5124;65,65;254,9729
18034;MTN - OSMOTOL (CETOL)  DECK NATURAL SEMI BR 18L MONTANA;1025,2371;47,9;3001,6433
18035;MTN - OSMOTOL (CETOL) DECK NATURAL SEMI BR 900ML MONTANA;79,8076;52,35;284,6118
18036;MTN - OSMOTOL (CETOL) DECK IPE SEMI BR 900ML MONTANA;69,2234;55,63;294,2298
18037;MTN - OSMOTOL (CETOL) DECK IPE SEMI BR 3,6L MONTANA;248,6501;67,75;981,2237
18038;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR IMBUIA ACET 0,9L MONTANA;28,7493;59,29;82,9431
18039;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR NATURAL BR 3,6L MONTANA;91,7025;68,42;372,7434
18040;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR NATURAL BR 0,9L MONTANA;25,8733;62,44;82,9431
18041;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR MOGNO BR 0,9L MONTANA;25,8733;62,44;82,9431
18042;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR MOGNO BR 3,6L MONTANA;91,7025;60,1;271,5244
18043;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR IMBUIA BR 0,9L MONTANA;25,8733;62,44;82,9431
18044;MTN - VERNIZ SOLARE (SOLGARD) TRIPLO FILTRO SOLAR IMBUIA BR 3,6L MONTANA;91,7025;62,37;293,2464
18045;MTN - VERNIZ TINGIDOR (NEUTREX) MOGNO BR 900ML MONTANA;23,1185;69,33;97,9458
18046;MTN - VERNIZ TINGIDOR (NEUTREX) IPE BR 900ML MONTANA;23,1185;69,33;97,9458
18047;MTN - VERNIZ TINGIDOR (NEUTREX) IMBUIA BR 900ML MONTANA;23,1185;69,33;97,9458
18048;MTN - VERNIZ TINGIDOR (NEUTREX) CASTANHO BR 900ML MONTANA;23,1185;69,33;97,9458
18049;MTN - VERNIZ MARITIMO BR NATURAL 0,9L MONTANA;20,022;62,77;64,9361
18050;MTN - VERNIZ COPAL NATURAL 0,9L MONTANA;19,3939;52,57;46,1005
18051;MTN - VERNIZ COPAL BR NATURAL 3,6L MONTANA;66,6116;63,53;222,0496
18052;MTN - OSMOTOL (CETOL) PLUS ACET IMBUIA 3,6L MONTANA;298,2149;62,55;959,8287
18053;MTN - OSMOTOL (CETOL) PLUS ACET MOGNO 3,6L MONTANA;298,2149;62,55;959,8287
12431;SAY - VERNIZ MARITIMO ACETINADO SAYERLACK 3,6L;123,9118;61,74;387,6585
9706;ADE - FITA CREP ADERE IMOB. 48X50;7,6426;44,3;19,5432
6532;ADE - FITA SILVER TAPE 5 METROS ADERE;9,2096;46,89;25,9117
7503;ADE - FITA CREP AUTOM. ADERE AMARELA 18X40;3,6151;44,32;9,2513
9251;ADE - FITA CREP ADERE IMOB. 24X50;3,8488;44,29;9,8387
9452;ADE - FITA TRANSPARENTE EMBALAGEM 48X50 ADERE;2,6117;45,61;6,9997
11356;ADE - FITA ZEBRADA DEMARCACAO ADERE PRETA E AMARELA;13,5945;45,99;36,9549
13405;ADE - FITA CREP AUTOM. ADERE VERDE 24X50;6,2131;44,32;15,8999
13406;ADE - FITA CREP AUTOM. ADERE VERDE 48X50;12,3986;44,31;31,7158
17364;ADE -  FITA CREPE IMOB AZUL NEON ADERE 24X50;7,7801;54,81;31,5564
17365;ADE -  FITA CREPE IMOB AZUL NEON ADERE 45X50;14,5704;52,64;52,7117
5858;AKZ - INTERCLENE VERMELHO YBA120 3,6L;357,8953;52,92;858,547
7049;AKZ - TRITAO VERMELHO COPPERKOTE 3,6L;646,0826;55,47;1662,0005
7592;AKZ - TRITAO AZUL INTER YBA112 3,6L;504,5069;57,69;1384,9695
8012;AKZ - TUBOLIT MEP 301 CONJTO 1KG;94,0756;54,65;378,1471
9687;AKZ - INTERCLENE AZUL YBA122 3,6L;380,0551;56,85;1017,494
7631;MUC - LUVA MUCAMBO M;3,9588;62,85;29,0982
7926;MUC - LUVA MUCAMBO G;5,2646;59,59;29,0982
8186;MUC - LUVA MUCAMBO P;4,3849;60,56;26,1797
15042;DIV - LUVA DE ALGODÃO PIGMENTADA PRETA;2,6529;70,17;74,6599
10306;PST - LONA PRETA 4 X 3 PLASITAP;4,8935;62,38;34,3242
10307;PST - LONA PRETA 5 X 4 PLASITAP;8,1237;62,38;57,0129
10310;PST - LONA PRETA ROLO 4 X 100 PLASITAP;94,0481;55,78;403,1629
10317;PST - LONA PRETA ROLO 4 X 50 PLASITAP;64,6048;56,67;292,24
8760;FER - FERROX 1L;69,1134;56,02;300,5786
9629;FER - FERROX 500ML;36,2474;56,75;164,8334
5756;HEN - COLA CASCOLA 3,6L GALAO;144,1375;51,26;488,0311
6702;HEN - COLA CASCOLA 195G 1/16;17,4708;55,94;75,6288
8021;BRA - ARALDITE HOBBY 23G;25,3883;50,07;81,4471
8517;HEN - COLA CASCOREZ EXTRA 1KG;34,5567;55,31;144,147
8523;HEN - DUREPOXI 100GR;9,4158;51,34;31,9882
8657;HEN - COLA CASCOREZ EXTRA 500G;18,6942;56,65;84,4627
8895;HEN - COLA CASCOLA 30G (BISNAGA);7,0634;72,08;34,3335
9132;HEN - REDUCOLA CASCOLA 900ML;40,0137;56,69;181,2072
9407;HEN - COLA CASCOLA 730G 1/4;44,1237;55,41;185,0856
7383;HEN - COLA VINIL BRASCOLA  AMAZONAS 75GRMS;5,2096;61,05;32,385
8593;JHO - CERA GRAND PRIX 200G;30,7904;49,65;96,9599
6847;DIV - PALHA  ACO Nº2;1,727;58,12;6,5934
7781;DIV - PALHA ACO Nº1;1,727;58,12;6,5934
8621;DIV - PALHA ACO Nº0;1,727;62,97;8,6185
10531;SIK - SIKAFLEX 591 BRANCO 300ML;83,3719;61,79;261,2125
14828;SIK - SIKAFLEX 295 BRANCO 300ML;102,6116;61,7;320,5526
15050;SIK - SIKAFLEX 101 SELA PLUS BRANCO 250ML;21,7869;52,27;77,3747
8412;DIV - GESSO 1KG;1,7457;63,12;13,1867
9435;DIV - GESSO 5KG;8,756;59,92;49,6439
10511;DIV - GESSO 40KG;34,5017;52,71;125,2735
5215;DIV - ADESIVO COLA SPRAY AMAZONAS 340G;42,5842;57,29;200,4
5568;DIV - FITA FIX 05M;15,5556;60,47;67,0101
9634;DIV - ARAME SOLDA MEDIO KG;17,8402;69,51;76,2114
10032;DIV - VASELINA SOLIDA 3KG;83,4227;49,18;257,5278
6608;DIV - PLASTICO BOLHA 1,30 X 50M;43,6289;56,22;192,0044
6754;DIV - CERA MICRO CRISTAL INCOL. 750GR;42,7989;60,66;129,0964
7134;DIV - LUVA MALHA PIGMENTADA;2,2543;67,5;31,2323
8180;DIV - BOMBA FRITZ 370ML;11,5876;57,04;53,6512
8339;DIV - PAPELAO ONDULADO ROLO 1,20M X 30M;58,8179;48,44;176,0056
8478;DIV - APLICADOR PISTOLA REFORCADO 2002752;39,4089;54,88;160,4175
8616;DIV - OLEO LINHACA 900ML MACHADO;12,1322;79,16;95,0103
8777;DIV - ARAME SOLDA FINO KG;19,6033;69,99;85,7132
8871;DIV - ABRACADEIRA PEQUENA;1,5321;59,44;8,5325
8949;DIV - SERRINHA STARRET 24D;11,5482;63,73;38,7843
9631;DIV - ALGODAO POLIMENTO ZIG ZAG;3,3127;62,39;23,2705
10027;DIV - VASELINA SOLIDA 450GR;7,1405;71,55;33,7423
10769;DIV - PAPELAO ONDULADO ROLO 1,20M X 10M;20,0412;53,91;77,3747
12418;DIV - MASSA DE VIDRO 500GR;3,5592;74,58;19,9739
12761;DIV - PAPELAO ONDULADO ROLO 1,20M X 50M;105,0447;49,08;322,7992
12997;DIV - FILME STRETCH 500M X 0,25 TUBETE 500GR;42,4192;60,88;260,0314
13386;TRANSFERENCIA DE ICMS;0,011;90,49;3,8786
13404;DIV - APLICADOR PISTOLA SIMPLES 2002701 AZUL;14,3505;61,91;96,3236
13554;DIV - MISTURADOR LA250 MJ SERIAL:  22742;17900;65,45;64196,1886
13571;GRA - CINTO LOMBAR C/ SUSPENSORIO M GRANVILLE;39,427;58,38;110,5353
13612;DIV - CAPACETE;10,5455;87,92;338,5872
13616;DIV - PURIFICADOR/BEBEDOURO DE AGUA;1350,0055;43,72;2604,9487
13618;DIV - IMPRESSORA MULTIFUNCIONAL (LOCACAO);3000;19,56;3824,3422
14199;SUV - PALLET WOOD RED 1220X1050X135MM PALET;61,4656;46,02;124,6916
14320;STE - PISTOLA CONVENCIONAL STELS BICOS 1,2, 1,5, 1,8 MM;58,0069;59,65;322,104
14437;DIV - USO E CONSUMO TRIBUTADO 163;2,1377;88,58;89,5204
14438;DIV - SERVICOS (ITEM GERENCIAL);0,011;0;0
14534;TESTEIRA SPACE WALL 1 MODULO ATLAS - PASCUCCI;1,1271;63,75;9,1146
14536;EXPOSITOR SPACE WALL PRETO 1 MODULO - PASCUCCI;730,9141;51,05;2450,3931
14538;TESTEIRA SPACE WALL 2 MODULO ATLAS - PASCUCCI;87,7526;49,3;272,2661
14547;GRA - CINTO LOMBAR C/ SUSPENSORIO GG GRANVILLE;39,427;58,38;110,5353
14548;GRA - CINTO LOMBAR C/ SUSPENSORIO G GRANVILLE;39,427;58,38;110,5353
14550;GRA - JUGULAR CAPACETE SEG. GRANVILLE;1,9945;68,53;8,145
14561;DIV - VENTILADOR TUFAO 60CM MUTTER;301,6495;36,57;606,5866
14568;DIV - TONNER TN1060;36;57,19;97,3489
14578;DIV - TOMADA RABICHO REDY/FOX. T8;0,7934;83,32;9,696
14640;DIV - ACIDO MURIATICO LITRO;10,4742;49,5;32,7728
14641;DIV - MOUSE COM FIO USB MULTILASER;9,8953;62,69;31,9971
14642;DIV - FILTRO CABINE LABORATORIO MOLDURA PLANO;47,405;69,74;204,7813
14643;DIV - TECLADO COM FIO USB MULTILASER;19,1625;71,63;90,9495
14666;GRA - CINTO LOMBAR C/ SUSPENSORIO XXG GRANVILLE;39,427;58,38;110,5353
14904;BOX - ADESIVO EPOXI VILLABOX A+B - 1,8 KG;86,9972;73,48;457,2673
15348;BATERIA TRACIONARIA 48V 608AH;25000;48,43;48480,3961
15379;ABRACADEIRA FLUOR;1,76;49,58;3,4904
15401;DIV - DISPENSADORA DE TINTAS X SMART XL SOLVENTE 2050824F V216;37900;62;119637,3999
15405;DIV - DISPENSADORA DE TINTAS XSMART SERIAL 2060797F SEM GTIN;32482,0055;64,58;112636,6368
15488;DIV - PN:TRG-TC2Y-SNP1-01-AL A DE GATILHO PARA TC21/TC26 CASE;632,6571;57,75;1892,4809
17477;DIV - DISPENSADORA DE TINTAS MOD X-PRO TINT 2076528F;45990,0055;62;145174,7393
17540;DIV - DISPENSADORA DE TINTAS MOD X-PRO TINT 2076528F;51144;62;161444,1784
