sku;Descrição;Novo Pr.Custo Real;custo;Novo Pr. Venda 3
9190;DIV - ESTOPA 1KG;8,4399;58,86;44,2143
9439;DIV - ESTOPA 400GR;3,354;60,53;19,9739
7546;ARC - NIPLE PINO ESPIGAO FIXO MACHO ARCOM 1/4 X 5/16;7,0476;59,8;29,2821
7608;ARC - PULVERIZADOR C/ BOTÃO ARCOM;17,457;53,93;67,4847
7942;ARC - ADAPTADOR /  SUPORTE BOINA DUPLA FACE;15,8476;56,25;55,4616
8222;ARC - ENGATE RAPIDO FEMEA ARCOM 1/4;13,4983;58,2;67,4847
9993;ARC - MANGUEIRA 300LBS ARCOM METRO;4,2474;57,13;19,7799
10269;ARC - NIPLE PINO ENGATE RAPIDO FEMEA ARCOM 1/4;7,7938;53,39;29,2821
10270;ARC - NIPLE PINO ESPIGAO FIXO FEMEA ARCOM 1/4 X 5/16;6,527;61,2;29,2821
10719;ARC - ADAPTADOR ENGATE P/ MANGUEIRA ARCOM 1/4;5,3994;75,06;31,2213
10762;ARC - EMENDA PARA MANGUEIRA ARC-103/14  ARCOM 1/4;2,9587;66,61;19,1984
10763;ARC - BUCHA DE REDUCAO ARC-111  ARCOM 3/4 X 1/4;17,054;62,02;80,2838
10764;ARC - TEE EMENDA PARA MANGUEIRA  ARCOM 1/4;3,8347;78,87;29,2821
10765;ARC - BICO VALVULA SIMPLES ARCOM 1/4;7,2727;73,02;37,2329
10767;ARC - NIPLE PINO ENGATE RAPIDO MACHO ARCOM 1/4;8,4536;51,75;29,2821
11226;ARC - BICO DE LIMPEZA GATILHO ROSCA FEMEA 1/4 ARCOM;16,6832;70,58;75,0478
13257;ARC - CANECA COM TAMPA ARCOM;20,7973;61,03;129,0964
14294;ARC - PISTOLA CP-10A SUCÇÃO CONV. C/ CANECA  ARCOM;295,3939;63,05;967,8627
14295;ARC - KIT FILTRO P/ PINTURA 2 SAIDAS ARCOM;281,7595;46,9;792,8254
15053;ARC - MANGUEIRA 350LBS ARCOM METRO;4,9897;54,4;19,7799
10901;VON - LIXADEIRA DE PAREDE GIRAFA 220V VONDER;993,9725;67,9;3948,4372
11028;VON - PISTOLA ELETRICA PEV400 VONDER;290,6804;54,53;1160,621
11029;VON - MAQUINA AIRLESS MPA120 VONDER;2576,9072;48,87;7849,2071
11162;VON - ARAME MIG VONDER 1KG;39,4502;56,9;181,1229
13864;VON - LANTERNA RECAR DE INSPECAO 6W VONDER;404,0275;52,31;1438,0117
13962;"VON - DISCO FLAP 120 4 1/2"" VONDER";8,022;74,07;43,6326
13963;"VON - DISCO FLAP 80 4 1/2"" VONDER";9,0799;71,87;43,6326
13964;"VON - DISCO FLAP 60 4 1/2"" VONDER";9,0799;71,87;43,6326
13965;"VON - DISCO FLAP 50 4 1/2"" VONDER";9,0799;71,87;43,6326
13966;"VON - DISCO FLAP 40 4 1/2"" VONDER";9,0799;71,87;43,6326
13979;"VON - DISCO CORTE 4 1/2"" VONDER";2,9311;78,5;21,7192
15432;VON - CARRINHO PARA CARGA CCV1501 150 KG VONDER;240,4611;60,06;781,698
17403;VON - LIXADEIRA ORBITAL (TREME TREME) OSCILANTE  LOV320 VONDER;289,4656;64,58;1003,7381
10773;DWT - SOPRADOR TERMICO 2 ESTÁGIOS 220V DWT;129,2893;66,72;488,2948
10774;DWT - FURADEIRA COM IMPACTO 220V FID-550  DWT;176,1653;68,45;716,9284
11015;DWT - ESMERILHADEIRA 4.1/2 EAD860 220V DWT;304,4298;60,83;923,2515
15273;"DWT - LIXADEIRA ROTO ORBITAL 5"" LRD 355 220V DWT";283,1074;59,2;814,2768
17404;DWT - PARAFUSADEIRA PFD120 12V (KIT) DWT;225,4545;63,9;762,1118
14125;ADV - PU TOTAL ACAB BRILHANTE B 0,600ML;70,9642;69,64;305,039
14134;ADV - ADEPOXI 870 PRIMER PARTE B 0,450ML;85,0468;60,88;258,3774
14350;ADV - THINNER / DILUENTE PU 4000 ADVANCE 5L;141,7741;59,5;411,6956
17589;ADV - PU TOTAL ACAB BRILHANTE CINZA MEDIO 3,0L;148,7713;64,63;516,9395
17590;ADV - PU TOTAL ACAB BRILHANTE AMARELO 2,5Y 8/12  3,0L;171,5702;61,67;535,4084
10864;REN - DILUENTE PU RETHANE 652 1L;44,5773;55,02;182,8771
10873;REN - DILUENTE PU RETHANE 652 5L;165,3746;53;609,2832
10984;REN - ENDUREC. EPOXI REVRAN 225ML (COMP. B) RENNER;20;71,43;93,9318
13413;REN - REVRAN TCA 537 BRANCO RENNER;168,8154;55,86;439,0996
15144;REN - REVRAN FBR 320 (N) LARANJA 2,5YR 6/14 3,2L;266,4573;63,27;879,979
15145;REN - END PARA REVRAN FBR 620/872 400ML;53,741;61,38;166,0339
15146;REN - REVRAN FBR 620 (N) AMARELO SEGURANCA 3,2L;269,4766;63,27;889,9523
15147;REN - REVRAN FBR 620 (N) AZUL SEGURANCA 2,5PB 4/10 3,2L;236,573;63,27;781,2825
15148;REN - REVRAN FBR 620 (N) BRANCO N-9,5 3,2L;248,6061;63,27;821,0271
15156;REN - REVRAN FBR 620 (N) CINZA N-6,5 3,2L;149,7631;65,37;535,4084
15157;REN - REVRAN FBR 620 (N) CINZA N-5 3,2L;230,292;63,27;760,5421
15158;REN - REVRAN FBR 620 (N) CINZA N-3,5 3,2L;231,6253;63,27;764,956
15159;REN - REVRAN FBR 620 (N) PRETO N-1,0 3,2L;234,7879;63,27;775,3906
15160;REN - REVRAN FBR 620 (N) VERDE SEUGURANCA  3,2L;245,0138;63,27;809,1702
15161;REN - REVRAN FBR 620 (N) VERDE PETROBRAS 2,5G 5/10 3,2L;239,0854;63,27;789,5934
15162;REN - REVRAN FBR 620 (N) VERMELHO SEGURANCA 3,2L;260,0551;63,27;858,8327
15163;REN - DILUENTE PARA EPOXI REVRAN 1L;38,8454;55,02;159,3668
15164;REN - DILUENTE PARA EPOXI REVRAN 5 LITROS;140,0825;58,6;720,0955
15165;REN - REVRAN DST PLUS LIGHT 870 CINZA N- 3,6L;224,9587;63,27;742,9414
15166;REN - END PARA REVRAN  DST PLUS LIGHT 870 3,6L;167,3278;63,27;552,6025
15167;REN - RETHANE FLV 653 (N) AMARELO SEGURANCA 3,2L;219,1625;63,27;723,7891
15168;REN - ENDUREC TINTA PU RETHANE 653 400ML COMP B;79,405;62,68;256,7337
15169;REN - RETHANE FLV 653 (N) AZUL SEGURANCA 2,5 3,2L;189,2452;63,27;624,9818
15170;REN - RETHANE FLV 653 (N) BRANCO N-9,5 3,2L;223,6694;63,27;738,6751
15171;REN - RETHANE FLV 653 (N) CINZA N-6,5 3,2L;186,7218;63,27;616,6522
15172;REN - RETHANE FLV 653 (N) PRETO N-1,0 3,2L;183,2507;63,27;605,1832
15173;REN - RETHANE FLV 653 (N) VERMELHO SEGURANCA 3,2L;217,1791;63,27;717,2329
15174;REN - RETHANE FLV 653 (N) LARANJA SEGURANCA 3,2L;218,3691;63,27;721,1669
15175;REN - RETHANE FLV 653 (N) VERDE 2,5G 3/4 3,2L;216,584;63,27;715,275
15176;REN - REKOMAR DES 608 (N) AMARELO SEG 5Y 8/12 3,6L;156,4298;63,27;516,6074
15177;REN - REKOMAR DES 608 (N) AZUL SEGURANCA 2,5  3,6L;133,3113;63,27;440,2573
15178;REN - REKOMAR DES 608 (N) BRANCO N-9,5 3,6L;175,2837;63,27;578,8837
15179;REN - REKOMAR DES 608 (N) CINZA N-6,5 3,6L;138,5124;63,27;457,4332
15180;REN - REKOMAR DES 608 (N) PRETO N-1,0 3,6L;159,7135;60,95;486,3
15181;REN - REKOMAR DES 608 VERMELHO 5R 4/1 (N)  3,6L;157,4986;63,27;520,153
15182;REN - REKOMAR PRB 502 CINZA  3,6L RENNER;112,8264;63,27;372,6434
15183;REN DILUENTE P REVRAN/ REKOMAR 5L;130,9416;58,06;648,5847
15286;REN - POLIDURA IMP 873 ESP (N) CINZA N-6 3,6L RENNER;134,0716;63,27;442,7691
15288;REN - ENDUREC POLIDURA FLV 682 E FLU 700ML COMP B;71,8017;63,27;237,1201
15289;REN - REVRAN ECO SEL 997 INCOLOR 900ML;77,719;63,27;256,6783
15290;REN - ENDUREC REVRAN ECO SEL 900ML COMP B;61,4545;63,27;202,9528
15291;REN - REVRAN ECO NVC 997 (N) CINZA N-6,5 2,7L;214,9091;63,27;709,7531
15292;REN - ENDUREC REVRAN ECO NVC 900ML COMP B;76,7493;63,27;253,4648
15302;REN - END PARA REVRAN  DST PLUS  870 3,6L;167,3278;63,27;552,6025
15303;REN - REVRAN DST PLUS ESP  870 CINZA N- 3,6L;224,9587;63,27;742,9414
15306;REN - OXIBAR DST 535 PRETO N-1,0 N- 3,6L;388,8485;63,27;1284,1858
15307;REN - END PARA OXIBAR E REVRAN  DST  3,6L;294,0826;63,42;976,4967
15308;REN - OXIBAR DST 535 (N) VERMELHO OXIDO 3,6L;503,9339;63,45;1675,2053
15309;REN - NONSKID FHB 126 (N) CINZA N-6,5  3,4L C/ CATALISADOR;222,6887;63,27;735,4428
15310;REN - ENDUREC P  NONSKID FHB 126 / 870 COMP B;20,9917;63,27;69,3315
15386;REN -BASE CLEAR PU E EPOXI (WW) 3,6L;238,3912;59,44;690,9703
15387;REN -BASE CLEAR  ALQUIDICO 3,6L;157,4545;59,31;454,4969
15388;REN -COLORANTE CONC UNIVERSAL BRANCO (AA) 900ML;191,3388;54,31;476,5483
15389;REN -COLORANTE CONC UNIVERSAL AMARELO OURO (GG) 900ML;190,1598;63,27;628,0105
15390;REN -COLORANTE CONC UNIVERSAL AMARELO LIMAO (HH) 900ML;219,4821;63,27;724,8417
15391;REN -COLORANTE CONC UNIVERSAL AMARELO OXIDO (FF) 900ML;124,7713;59,69;364,5357
15392;REN -COLORANTE CONC UNIVERSAL VERMELHO (BB) 900ML;149,1791;63,27;492,6715
15393;REN -COLORANTE CONC UNIVERSAL MAGENTA (EE) 900ML;468,7052;59,72;1370,767
15394;REN -COLORANTE CONC UNIVERSAL VERMELHO OXIDO (DD) 900ML;120,0441;63,27;396,4496
15395;REN -COLORANTE CONC UNIVERSAL LARANJA (CC) 900ML;279,5482;63,27;923,2144
15396;REN -COLORANTE CONC UNIVERSAL VIOLETA (KK) 900ML;292,8044;60;864,2622
15397;REN -COLORANTE CONC UNIVERSAL AZUL (JJ) 900ML;102,4904;59,65;299,0271
15398;REN -COLORANTE CONC UNIVERSAL VERDE (II) 900ML;126,4242;59,96;372,6434
15399;REN -COLORANTE CONC UNIVERSAL PRETO (LL) 900ML;97,5317;59,98;287,6318
15406;REN - REVRAN PHZ 528 VERMELHO OXIDO 10R3/9 3,6L;272,573;63,33;902,2156
15407;REN - END PARA REVRAN PHZ 528 3,6L;182,3251;63,28;602,2466
15408;REN - REVRAN PAA 540 (N) CINZA N-6,5 3,375L;257,0468;63,87;867,8452
15409;REN - REVRAN FLV 653 VERDE PANTONE 3415 3,2L;200,7713;63,27;663,0456
15433;REN - BASE MIX REKOMAR DES 608  3,15L;95,2727;70;416,6913
15434;REN - BASE MIX REVRAN FBR 620 2,80L;102,9091;78,01;733,1159
15435;REN - BASE MIX REVRAN DST QD 721 3,15L;217,6639;64,68;757,6794
15436;REN - COMPONENTE B P/ REVRAN DST QD 721 3,60L;181,8953;64,45;627,7518
15437;REN - BASE MIX REVRAN FHB 625 2,63L;204,551;63,27;675,5304
15438;REN - COMPONENTE B P/ REVRAN 600ML;63,6143;55,61;164,2794
15439;REN - BASE MIX RETHANE DHG 652 2,7L;132,6171;63,3;438,4105
15440;REN - COMPONENTE B P/ RETHANE DHG/ FBR645/ DBR/ SBD 874/ HS 555 500ML;47,3939;75,47;281,4449
15441;REN - BASE MIX RETHANE FLV 653 2,8L;177,73;63,16;584,5903
15442;REN - BASE MIX RETHANE DFZ 870 2,7L;176,4408;64,47;609,2832
15443;REN - COMPONENTE B P/ RETHANE DFZ 500ML;56,6612;72,18;276,8462
17265;REN - RETHANE FHB 658 (N) BRANCO N-9,5 3,2L;125,708;63,27;415,1584
17266;REN - COMPONENTE B P/ RETHANE  720ML;84,3747;63,27;278,6561
17267;REN - RETHANE UR CIM AN CINZA CLARO - CO 4,8934L;166,9421;63,27;551,3284
17268;REN - COMPONENTE B P/ RETHANE UR CIM AN 3,561L;156,551;63,27;517,0136
17269;REN - RETHANE UR CIM AN CINZA CLARO - CO 7,4074L;79,7796;63,27;263,4748
17270;REN - POLIDURA FLV 682 ESP (N) CINZA N-6,5 2,85L RENNER;147,405;63,27;486,8171
17271;REN - AGREGADO C P/ POLIDURA . 1,3300L;19,6584;63,27;64,9176
17272;REN - REVOLUX  (N) BRANCO N-9,5 2,7L;348,6281;63,27;1151,3585
17273;REN - COMPONENTE B P/ REVOLUX DLV 900ML;140,8264;63,27;465,0793
17274;REN - REKOSIL FMT 680 ALUMINIO 3,6L;229,0689;63,27;756,5159
17275;REN - DILUENTE PARA ANTIFOULING/ REKOFEN 1 LITRO;31,7663;55,02;130,3153
17330;REN - REKOSIL FMT 680 PRETO 3,6L;268,8595;63,27;887,9208
17389;REN - RETHANE DFZ 870 ALUMINIO 3,1L;186,7879;63,27;616,8737
17485;REN - REVRAN PAA 540 VERMELHO OXIDO 3,2L;259,8017;61,53;806,9539
17486;REN - REVRAN FHS 629 ALUMINIO 3,2L;440,0992;63,27;1453,4515
17487;REN - COMPONENTE B PARA REVRAN FHS 629 ALUMINIO 3,6L;256,1983;63,27;846,1076
17542;REN - POLIDURA FBR HB 634 CINZA N-6,5 2,85L RENNER;162,7438;63,27;537,4584
17543;REN - ENDUREC POLIDURA FBR HB 634 800ML COMP B;91,6364;63,27;302,6285
17544;REN - RETHANE UR CIM AN CINZA CLARO - CO 4,2640L;124,3416;63,27;410,6335
17545;REN - COMPONENTE B P/ RETHANE UR CIM AN 3,089L;100,3636;63,27;331,4582
17546;REN - DILUENTE PARA EPOXI REVRAN 900ML;33,9381;47,62;98,2352
17617;REN - REKOMAR DES 600 (N) AMARELO SEGURANCA 3,6L;175,2837;63,27;578,8837
17618;REN DILUENTE P REVRAN/ REKOMAR 900 ML;21,5395;58,59;110,6279
17619;REN - POLIDURA FLV 682 (N) AMARELO SEGURANCA 2,85L RENNER;190,7107;61,46;590,8146
17967;REN - REVRAN TF PNA HB 870 (N) CINZA N-6,5- 3,6L;206,1267;64,78;720,2802
17968;REN - COMPONENTE B P/ RETHANE TF PNA 870 3,6L;232,562;63,54;775,5018
17969;REN - RETHANE FHS 651 (N) LARANJA 2,5YR6/14- 2,7L;234,259;63,34;775,5018
17970;REN - COMPONENTE B P/ RETHANE FHS / HS 650 900ML;83,2066;63,65;278,6561
17986;REN - DILUENTE PARA LIMPEZA ESPECIAL 18 LITROS;524,6873;47,02;1483,5003
17990;REN - REVRAN DST 721 (N) CINZA N-6,5 3,6L;160,9256;64,38;553,8771
18007;REN - RETHANE  DHG 652 CINZA N-6,5  3,1L;176,6942;65,21;627,7518
18008;REN - RETHANE DHG 652 (N) AMARELO SEG 5Y8/12   3,1L;215,8898;64,16;736,9022
18009;REN - RETHANE DHG 652 BRANCO N-9,5   3,1L;215,2287;64,24;736,9022
18010;REN - RETHANE DHG 652 (N) AZUL 2,5PB 4/10   3,1L;195,9118;65,41;701,627
18011;REN - RETHANE DHG 652 VERDE EMBLEMA 2,5G   3,1L;170,3802;64,58;590,8146
18012;REN - RETHANE DHG 652 PRETO N-1,0  3,1L;192;65,92;701,627
18013;REN - OXIBOND DHS 907 PRETO N-1,0 2,85L RENNER;163,3278;63,99;553,8771
18014;REN - REVRAN FHB 625 PEROLA RAL-1013  3L;193,9614;64,27;664,6893
18015;REN - COMPONENTE B P/ OXIBOND DHS 870 720ML;80,562;64,51;278,6561
18016;REN DILUENTE P RETHANE 900ML;37,8832;54,07;147,565
18072;REN - ENDUREC REVRAN 600ML COMP B;43,3388;58,88;123,3981
11067;QUA - REJUNTE CERAMICA BRANCO 5KG QUARTZOLIT;25,3333;66,99;96,7672
15140;QUA - ESPUMA EXPANSIVA PROF. 500ML QUARTZOLIT;15,8625;57,84;77,3747
17479;QUA - REJUNTE CERAMICA BRANCO 1KG QUARTZOLIT;5,4215;70,45;24,2404
17480;QUA - REJUNTE CERAMICA CINZA PLATINA 1KG QUARTZOLIT;5,4215;70,45;24,2404
17481;QUA - REJUNTE CERAMICA PRETO GRAFITE 1KG QUARTZOLIT;5,5868;69,83;24,2404
10340;KAD - CLORO KADAN 12% 5L;18,9862;65,51;68,2605
10977;KAD - LIMPA PEDRA KADAN 5L;28;66,88;106,4631
11185;CSN - CB COLORANTE PRETO 900ML;57,4656;69,74;248,2202
11186;CSN - YI COLORANTE AMARELO OXIDO 900ML;85,2011;69;355,4256
11187;CSN - WI COLORANTE BRANCO 900ML;118,281;69,74;510,7928
11188;CSN - BO COLORANTE AZUL 900ML;198,832;69,74;858,6848
11189;CSN - RB COLORANTE VERMELHO 900ML;349,8402;69,74;1510,843
11190;CSN - GI COLORANTE VERDE OXIDO 900ML;420,7273;69,74;1817,0452
11191;CSN - RI COLORANTE VERMELHO OXIDO 900ML;121,3444;69;506,256
11192;CSN - GO COLORANTE VERDE 900ML;264,9146;69,74;1144,1373
11193;CSN - RY COLORANTE VERMELHO ALARANJADO 900ML;222,4353;69,74;960,6878
11194;CSN - YM COLORANTE AMARELO 900ML;195,0083;69,74;842,2018
11195;CSN - YG COLORANTE AMARELO ESVERDEADO 900ML;247,5372;69,74;1069,0898
11196;CSN - YR COLORANTE LARANJA 900ML;222,2479;69,73;959,7134
11197;CSN - BI COLORANTE AZUL INORGANICO 900ML;114,7107;69,74;495,4652
11198;CSN - PR COLORANTE MAGENTA 900ML;270,6777;69,74;1168,9574
12078;RES - PRIMER ACAB CINZA 2028 / 2198 / 2035 (MVS) RESOL 18L;242,5565;53,93;597,8506
12386;BON - BONARDI NEO VITTA RESISTENCE BRILHANTE 5L;436,6281;66,14;1610,3249
12388;BON - BONARDI RESINA UREIA FORMOL SEMI BRILHO 5L;82,2818;50,27;266,2545
12763;BON - BONARDI CATALISADOR 500ML;17,1134;41,58;39,948
13116;BON - BONARDI CATALISADOR VITTA RESISTENCE 150ML;23,4364;52,44;83,9681
13933;W&W - REMOVEDOR CONCENTRADO 1L;22,4742;55,29;93,6643
13129;STO - VEDACAO DO PORTA BICO STONE HAMMER;18,9972;70,64;85,7132
13269;STO - PORTA BICO 637S STONE HAMMER;98,9972;62,86;322,104
13391;STO - ESCOVA DE CARVAO STONE HAMMER 700C6-D-42;23,9779;57,52;98,3185
13501;STO - MAQUINA AIRLESS X-2000 STONE HAMMER;4843,7801;53,42;18227,4653
13537;STO - DISCO LIXA GIRAFA 120 C/ FURO STONE HAMMER;2,1993;62,31;15,3201
13538;STO - DISCO LIXA GIRAFA 150 C/ FURO STONE HAMMER;2,1993;62,31;15,3201
13539;STO - DISCO LIXA GIRAFA 180 C/ FURO STONE HAMMER;2,1993;62,31;15,3201
13866;STO - LIXADEIRA MANUAL SH-700 COM LED E SACO COLETOR STONE HAMMER;839,2165;49,86;2667,7793
13867;STO - ASPIRADOR DE PO 1400W SH8000 STONE HAMMER;1508,551;64,24;5163,5501
13868;STO - ASPIRADOR DE PO P/ LIXADEIRA 750W SH7000 STONE HAMMER;798,7491;46,14;2184,1271
13938;STO - PRATO DE VELCRO 7006D-04 STONE HAMMER;90,303;63,97;306,0436
13939;STO - MANGUEIRA DO SACO COLETOR DMJ700C6/700D STONE HAMMER;60;69,59;257,3341
14141;STO - SH LAVADORA DUAL FORCE ALTA PRESSAO STONE HAMMER 220V;1320,2645;61,26;4062,9344
14142;STO - SH BICO P/ AIRLESS ECONOMICO STONE HAMMER 515 TIP;101,3746;52,72;368,2573
14143;STO - SH BICO P/ AIRLESS ECONOMICO STONE HAMMER 517 TIP;101,3746;52,77;369,1901
14144;STO - SH BICO P/ AIRLESS ECONOMICO STONE HAMMER 211 TIP;89,9931;55,43;377,9532
14214;STO - MANGUEIRA DE SUCCAO STONE HAMMER POS.X28802 X28;186,9966;58,48;953,1249
14278;STO - DESEMPENADEIRA DE ACO INOX 20CM STONE HAMMER;98,9972;65,27;352,5494
14279;STO - DESEMPENADEIRA DE ACO INOX 30CM STONE HAMMER;145,0028;65,17;514,474
14280;STO - DESEMPENADEIRA DE ACO INOX 55CM STONE HAMMER;159,5262;68,12;639,7475
14281;STO - DESEMPENADEIRA DE ACO INOX 80CM STONE HAMMER;232,7493;61,01;710,282
14282;STO - DESEMPENADEIRA DE ACO INOX 120CM STONE HAMMER;294,9972;61,48;914,5343
14399;STO - SUPORTE P/ EXTENSOR FIXO DESEMP MANUAL STONE HAMMER;183,2577;55,35;766,1843
14553;STO - LIXADEIRA BLACK 350W ROTO ORBITAL 220V STONE HAMMER;1610,8316;51,91;5624,5016
14560;STO - HASTE DO MISTURADOR DP600 STONE HAMMER;120;56,71;544,3382
14644;STO - VASSOURA LIXADEIRA GIRAFA 700C6-D STONE HAMMER;33,4105;68,45;135,9392
14912;STO - EXTENSOR FIXO 50 CM STONE HAMMER;100;54,88;407,0417
14993;STO - FILTRO DO PESCADOR POS.92 SH337 IB STONE HAMMER;143,134;49,79;453,5827
12882;STO - FILTRO DE TINTA AMARELO P/ PISTOLA STONE HAMMER;24;67,92;95,4093
12883;STO - FILTRO DE TINTA BRANCO P/ PISTOLA STONE HAMMER;25,0028;66,97;95,4093
15057;STO - MAQUINA AIRLESSPORTATIL SH204 220V STONE HAMMER;2466,9416;47,74;7174,5169
15067;STO - PISTOLA ELETRICA SH201 600W 220V STONE HAMMER;439,3265;47,82;1281,8057
15068;STO - DISCO LIXA TELADO 225MM X 080 STONE HAMMER;2,9553;55,08;12,1642
15069;STO - DISCO LIXA TELADO 225MM X 120 STONE HAMMER;2,9553;55,08;12,1642
15070;STO - DISCO LIXA TELADO 225MM X 150 STONE HAMMER;2,9553;55,08;12,1642
15071;STO - DISCO LIXA TELADO 225MM X 180 STONE HAMMER;2,9553;55,08;12,1642
15072;STO - DISCO LIXA TELADO 225MM 220 STONE HAMMER;2,9553;55,08;12,1642
17337;STO - DISCO LIXA TELADO 225MM X 320 STONE HAMMER;2,9553;56,68;13,3807
17987;STO - LIXADEIRA 900D C/ SACO COLETOR 220V STONE HAMMER;1098,2955;52,34;3915,1845
13174;REV - BLOCO DE RECADOS ADESIVO 76X76CM REVAL;3,3719;80,83;30,8338
13177;REV - DESODORIZADOR DE AMBIENTES REVAL;12,7352;65,34;41,6932
13181;REV - PAPEL SULFITE A4 CHAMEX UNIDADE REVAL;19,5813;87,46;539,8776
13182;REV - PAPEL INTERFOLHA 2 DOBRAS REVAL;11,989;49,5;26,3755
13187;REV - AGUA SANITARIA 2L REVAL;10,0165;67,62;39,3015
13189;REV - PANO DE CHAO ALVEJADO UNIDADE REVAL;3,8898;68,32;15,7384
13190;REV - SACO DE LIXO 60L PACOTE C/ 100 REVAL;44,9146;10,53;50,8073
13191;REV - COPO DESCARTAVEL 180ML PACOTE C/ 100 REVAL;4,5179;89,18;261,7212
13192;REV - DESINFETANTE 5L REVAL;9,124;65,93;33,3546
13193;REV - SABAO EM PO 1KG REVAL;5,697;68,9;23,6586
13194;REV - DETERGENTE LIQUIDO 5L REVAL;15,9008;65,53;57,2071
13196;REV - VEJA LIMPADOR MULTIUSO REVAL;4,9146;28,59;7,1752
13197;REV - PANO PRATO UNIDADE REVAL;3,6253;64,24;12,4111
13200;REV - SUPORTE PARA FITA ADESIVA GRANDE REVAL;14,5014;65,24;51,5831
13201;REV - BOBINA TERMICA PERSONALIZADA 80 X 4048 REVAL;4,6501;72,91;23,6586
13205;REV - BOBINA ETIQUETA DYMO 28 X 88 TERMICA REVAL;10,6997;54,98;27,149
13207;REV - GRAMPO 26/6 REVAL;3,1625;75,33;18,6166
13212;REV - PRANCHETA DE ACRILICO A4 REVAL;12,1983;64,92;42,8569
13219;REV - SABONETE LIQUIDO 5L REVAL;31,416;44,52;61,6671
13220;REV - ESPONJA DE PIA REVAL;15,438;-631,75;1,9391
13221;REV - PAPEL HIGIENICO 250M UNIDADE REVAL;7,3499;87,29;192,5644
13222;REV - SACO DE LIXO 100L PACOTE C/ 100 REVAL;69,1019;57,86;190,6528
13223;REV - COPO DESCARTAVEL 50ML PACOTE C/ 100 REVAL;1,8623;90,18;295,1486
13227;REV - DISPENSER PARA SABONETE LIQUIDO REVAL;31,8017;66,67;119,8434
13234;REV - CANETA PERMANENTE UNIDADE REVAL;2,9862;88,59;125,6612
13235;REV - LUVA CIRURGICA MEDIA CAIXA C/ 100 REVAL;18,9965;67,36;66,9031
13252;REV - PAPEL HIGIENICO 30M UNIDADE REVAL;84,2755;60,87;255,9763
13258;REV - VASSOURA UNIDADE REVAL;7,978;67,98;31,8032
13279;REV - LUSTRA MOVEIS YPE 200ML REVAL;5,3774;51,29;12,3659
13415;REV - LOUSA QUADRO BRANCO 120X90;136,8926;68,67;562,7604
13609;REV - TINTA PARA CARIMBO PRETA;5,7851;67,61;22,6888
14552;REV - PEDRA SANITARIA REVAL;19,1295;44,31;37,3808
14703;REV - LA DE ACO REVAL;3,3388;67,08;12,7991
14704;REV - LUVA MULTIUSO REVAL;5,4876;71,73;26,1797
14706;REV - AGUA SANITARIA 5L REVAL;12,9036;65,48;46,3473
14707;REV - LUSTRA MOVEIS YPE 2L REVAL;21,9945;65,52;79,1198
14708;REV - PAPEL HIGIENICO 300M UNIDADE REVAL;49,8953;65,56;179,7653
14936;REV - CAFE EM GRAO 1KG REVAL;54,2149;70,65;217,7741
14941;REV - KIT 20 ETIQUETA DESPACHO ECOMM 10*15 100*150 X 88 TERMICA;458,5014;62,79;1488,1542
10035;DIV - OCULOS PROTECAO TRANSPARENTE;12,2199;45,06;32,1044
13157;DIV - CAPACETE BRANCO C/ SELO INMETRO;12,3747;55,86;32,1911
5835;PRODUTOS  TINTOMETRICO AUTOMOTIVO;1,0468;76,34;6,5934
13393;MOTOCICLETA CG 160 CARGO HONDA;19300;52,44;45719,3403
15293;GAL -  DESEMP ACO INOX CABO ABERTO 12X29 3 REB GALO;48,7273;62,55;156,8164
15296;GAL -  DESEMP ACO INOX CABO FECHADO 12X29 GALO;60,1212;56,41;158,894
14299;BRAS - SALVA PISO SALVABRAS 1 X25M;118,9966;48,47;356,5658
17539;BRAS - SALVA PINTURA SALVABRAS 2,7M X 17M S/APL;44,3747;71,84;212,9586
17626;BRAS - SALVA PINTURA SALVABRAS 0,55M X 20M;16,2204;71,91;78,1369
12978;GMS - COLA PARABRISA 380GR GMS;26,1718;57,62;125,8553
13914;ALL - MASCARA RESP SEMI FACIAL 2401-VO/P2 ALLTEC;21,9244;55,44;92,1588
13915;ALL - MASCARA DESCARTAVEL PFF1 (S)  SEM VALVULA ALLTEC;0,866;65,84;9,1146
14546;ALL - MASCARA DESCARTAVEL PFF1 (S) COM VALVULA  ALLTEC;1,0859;66,76;13,1867
13558;XPT - TEXTURA PROJETADA BARRICA 23KG XPERT;69,567;55,34;290,6886
13981;XPT - SELADOR ACRILICO XPERT 18L;75,8898;52,03;177,8718
14266;"XPT - BOINA DUPLA FACE ESPUMA LARANJA E BRANCA  8"" XPERT";49,0028;63,74;164,6395
14267;"XPT - BOINA DUPLA FACE ESPUMA  PRETA  8"" XPERT";42,9972;63,89;145,2471
14268;"XPT - BOINA LÃ DUPLA FACE BRANCA  8"" XPERT";42,0055;61,84;131,8668
14269;"XPT - BOINA LÃ DUPLA FACE AMARELA  8"" XPERT";39,3278;63,68;131,8668
14448;"XPT - INTERFACE  6"" XPERT";15,3939;67,11;59,0999
15121;"NT - BOINA DUPLA FACE ESPUMA  PRETA  8"" NORTON";40;53,39;150,2893
14159;COR - PROTEPISO 2MM (1,20 X 20) CORZIM;89,8953;60,68;271,2961
